年		nian2	niên		năm (vd. 三年: ba năm; 今年: năm nay)		1	86	cur-ai
都		dou1	đô		(phó từ chỉ toàn bộ, đặt trước động từ) đều; tất cả; cả (vd. 我们都是学生: chúng tôi đều là học sinh)/(nhấn mạnh, thường trong 连…都) ngay cả; thậm chí; cũng/đã (vd. 都十点了: đã mười giờ rồi)/(dùng với phủ định) hoàn toàn (không); chẳng … chút nào		1	86	cur-ai
上		shang4	thượng		trên; phía trên; bên trên/(sau danh từ) trên; ở trên; trong (vd. 桌子上: trên bàn; 书上: trong sách)/trước (vd. 上星期: tuần trước; 上次: lần trước)/(phần) đầu; thứ nhất (trong nhiều phần) (vd. 上册: tập một)/lên; đi lên; trèo lên; lên (xe, tàu…) (vd. 上楼: lên lầu; 上车: lên xe)/đi (học); lên lớp (vd. 上课: lên lớp; 上大学: học đại học)/(sau động từ) … lên; … lại (vd. 爬上: trèo lên; 关上: đóng lại)		1	86	cur-ai
说	說	shuo1	thuyết		nói; nói chuyện; kể (vd. 说汉语: nói tiếng Trung)/giải thích; nói rõ; bình luận/mắng; trách; phê bình (vd. 妈妈说了他一顿: mẹ mắng nó một trận)/(trong từ ghép) thuyết; học thuyết (vd. 学说: học thuyết)		1	86	cur-ai
吗	嗎	ma5	ma		(trợ từ cuối câu, biến câu thành câu hỏi có hay không) … không?; … à? (vd. 你好吗?: bạn khoẻ không?)		1	85	cur-ai
我们	我們	wo3 men5	ngã môn		chúng tôi; chúng ta; chúng mình (có thể gồm hoặc không gồm người nghe)/(đặt trước danh từ) … của chúng tôi (vd. 我们学校: trường chúng tôi)		1	85	cur-ai
到		dao4	đáo		đến; tới (nơi nào)/đi (đến đâu)/đến; cho đến (nơi chốn, thời điểm, mức độ)/(bổ ngữ sau động từ, chỉ đạt được kết quả) được; thấy; tới (vd. 买到: mua được; 看到: nhìn thấy)/chu đáo; chu toàn		1	85	cur-ai
来	來	lai2	lai		đến; tới; lại (đây)/(thay cho động từ cụ thể) làm; lấy; cho (vd. 我来吧: để tôi làm; 来一杯咖啡: cho một cốc cà phê)/(bổ ngữ xu hướng, hướng về phía người nói) lại; về (vd. 回来: trở về)/(sau khoảng thời gian) … nay; … qua (vd. 三年来: ba năm nay)/từ … đến nay (vd. 自古以来: từ xưa đến nay)/(trước từ chỉ thời gian) tới; sau (vd. 来年: năm tới)/(giữa hai động từ) để/(sau số tròn) khoảng; chừng (vd. 十来个: khoảng mười cái)/(sau 得 hoặc 不, chỉ có thể hay không thể) hợp; quen; làm được (vd. 谈得来: hợp chuyện; 吃不来: ăn không quen)		1	85	cur-ai
月		yue4	nguyệt		tháng (vd. 一月: tháng 1; 三个月: ba tháng)/mặt trăng; trăng/hằng tháng; hàng tháng (vd. 月票: vé tháng)/Lượng từ: 个 (gè), 轮 (lún)		1	84	cur-ai
中国	中國	Zhong1 guo2	Trung Quốc		Trung Quốc		1	84	pn,cur-ai
个	個	ge4	cá		(lượng từ) cái; chiếc; con; người…: dùng cho danh từ không có lượng từ riêng, là lượng từ thông dụng nhất (vd. 一个人: một người; 三个苹果: ba quả táo)/(trong từ ghép) riêng lẻ; cá nhân (vd. 个人: cá nhân)		1	84	cur-ai
后	後	hou4	hậu		sau; phía sau; đằng sau/sau (khi); sau đó; về sau/hậu- (tiền tố, vd. 后现代: hậu hiện đại)		1	83	cur-ai
日		ri4	nhật		ngày (vd. 五月一日: ngày 1 tháng 5; 每日: mỗi ngày)/mặt trời (vd. 日出: mặt trời mọc)/(trong từ ghép, viết tắt của 日本) Nhật Bản (vd. 日语: tiếng Nhật)/(thô tục) quan hệ tình dục; cũng dùng để chửi tục		1	83	cur-ai
什么	什麼	shen2 me5	thậm ma		gì; cái gì (để hỏi) (vd. 这是什么: đây là cái gì?)/(không dùng để hỏi) gì đó; cái gì đó; bất cứ cái gì (vd. 什么都行: cái gì cũng được)		1	83	cur-ai
一		yi1	nhất		một (1) (vd. 一本书: một quyển sách)/cả; toàn; suốt (vd. 一生: suốt đời; 一身汗: mồ hôi đầy người)/hễ … là …; vừa … đã … (mẫu 一…就…, vd. 一看就懂: vừa nhìn là hiểu)		1	83	cur-ai
很		hen3	ngận		rất; lắm/(đặt trước tính từ trong câu khẳng định, nhiều khi không mang nghĩa nhấn mạnh, chỉ để câu tự nhiên, vd. 我很好: tôi khoẻ)		1	83	cur-ai
国家	國家	guo2 jia1	quốc gia		nước; quốc gia; đất nước/Lượng từ: 个 (gè)		1	83	cur-ai
好		hao3	hảo		tốt; hay; giỏi; ổn; khoẻ (vd. 我很好: tôi khoẻ)/hợp; thích hợp; đúng/được; được rồi; ừ (dùng để đồng ý, vd. 好，我们走吧: được, chúng ta đi thôi)/(trước tính từ, dùng để cảm thán) thật; quá; rất (vd. 好冷: lạnh quá)/(trước động từ) dễ (vd. 好找: dễ tìm; 好写: dễ viết)/(trước động từ) … hay; … ngon; … đẹp (vd. 好吃: ngon; 好听: hay; 好看: đẹp, hay)/(sau động từ, chỉ việc đã hoàn thành) xong; xong xuôi (vd. 做好了: làm xong rồi)/(hai người) thân; thân thiết/(sau lời xưng hô) chào (vd. 你好: chào bạn; 老师好: em chào thầy)		1	82	cur-ai
大		da4	đại		to; lớn/lớn tuổi hơn; cả (vd. 大姐: chị cả)/rất; mạnh; thoả thích (đặt trước động từ, vd. 大笑: cười to)		1	82	cur-ai
她		ta1	tha		cô ấy; chị ấy; bà ấy; em ấy… (ngôi thứ ba số ít, chỉ nữ)		1	82	cur-ai
去		qu4	khứ	khử	đi; đến (nơi nào) (vd. 去北京: đi Bắc Kinh)/(trước hoặc sau động từ) đi (làm gì) (vd. 去买东西: đi mua đồ)/(bổ ngữ xu hướng, chỉ hướng rời xa người nói) … đi; … sang (vd. 拿去: mang đi; 进去: đi vào (đó); 回去: về)/(sau một số động từ, chỉ sự tách rời, mất đi) … mất; … đi (vd. 失去: mất đi)/(thời gian) trước; vừa qua (vd. 去年: năm ngoái)/bỏ; bỏ đi; loại bỏ; bớt (vd. 去皮: bỏ vỏ)/(nói tránh) mất; qua đời		1	82	cur-ai
看		kan4	khán		nhìn; xem/đọc (sách, báo…)/xem (phim, tivi, trận đấu…)/thăm; thăm hỏi (ai)/cho rằng; thấy; coi là; xem như (vd. 我看: theo tôi thấy)/trông nom; chăm sóc/khám; chữa (bệnh)/tuỳ; phụ thuộc vào (vd. 看情况: tuỳ tình hình)/(sau động từ lặp lại) thử (vd. 试试看: thử xem)/coi chừng; cẩn thận (kẻo…)		1	82	cur-ai
下		xia4	hạ		dưới; phía dưới; bên dưới (vd. 桌子下面: dưới bàn; 楼下: tầng dưới)/xuống; đi xuống (vd. 下楼: xuống lầu; 下车: xuống xe; 坐下: ngồi xuống; 下雨: trời mưa)/sau; tới; tiếp theo (vd. 下个月: tháng sau; 下次: lần sau)/(lượng từ) cái; lần; lượt: dùng đếm số lần một động tác (vd. 敲了三下: gõ ba cái; 等一下: đợi một chút)/(phần) sau; thứ hai (trong hai phần) (vd. 下册: tập hai; 下半年: nửa cuối năm)/thấp; kém; cấp dưới (vd. 下级: cấp dưới)/giảm; hạ xuống/đưa ra; hạ (quyết tâm, kết luận…) (vd. 下决心: hạ quyết tâm; 下结论: kết luận)		1	81	cur-ai
过	過	guo4	quá	qua	qua; đi qua; băng qua/trải qua; trôi qua; qua (thời gian)/ăn (tết); đón (lễ); tổ chức (sinh nhật)/sống; sinh sống; sống qua ngày/quá; quá mức		1	81	cur-ai
现在	現在	xian4 zai4	hiện tại		bây giờ; hiện nay; hiện tại; lúc này		1	81	cur-ai
里	裡	li3	lý		trong; bên trong; phía trong/(đặt sau danh từ, chỉ nơi chốn) trong… (vd. 房间里: trong phòng)/lớp lót; mặt trong (áo, chăn…)		1	81	cur-ai
那		na4	na		kia; đó; ấy (vd. 那个人: người kia)/cái đó; việc đó (vd. 那是我的书: đó là sách của tôi)/vậy thì; thế thì (vd. 那我们走吧: vậy thì chúng ta đi thôi)		1	80	cur-ai
三		san1	tam		ba (3)		1	80	cur-ai
前		qian2	tiền		trước; phía trước; đằng trước (vd. 门前: trước cửa)/trước (khi); … trước (vd. 三天前: ba ngày trước; 吃饭前: trước khi ăn)/(đặt trước số) … đầu; … đầu tiên (vd. 前三名: ba người đứng đầu)/cũ; cựu; trước đây (vd. 前总统: cựu tổng thống)/tiến lên; về phía trước (vd. 向前走: đi về phía trước)/trước Công nguyên (vd. 前293年: năm 293 trước Công nguyên)		1	79	cur-ai
小		xiao3	tiểu		nhỏ; bé; ít (về kích thước, số lượng, mức độ) (vd. 小狗: chó con; 声音小: tiếng nhỏ)/trẻ; nhỏ tuổi; út (vd. 他比我小: cậu ấy ít tuổi hơn tôi; 小儿子: con trai út)/(đặt trước họ, gọi thân mật người trẻ hoặc ít tuổi hơn mình) cậu; cô; em (vd. 小王: cậu Vương, em Vương)		1	79	cur-ai
时候	時候	shi2 hou5	thời hậu		lúc; khi; hồi (vd. 吃饭的时候: lúc ăn cơm; 什么时候: khi nào; 小时候: hồi nhỏ)/thời gian; khoảng thời gian		1	79	cur-ai
们	們	men5	môn		(hậu tố đặt sau đại từ hoặc danh từ chỉ người, chỉ số nhiều) các; những; chúng (vd. 我们: chúng tôi; 朋友们: các bạn)		1	79	cur-ai
爱	愛	ai4	ái		yêu; thương/thích; mê (làm việc gì)/tình yêu; tình cảm/hay; dễ (xảy ra việc gì, vd. 爱哭: hay khóc)		1	79	cur-ai
一样	一樣	yi1 yang4	nhất dạng		giống; giống nhau; như nhau (vd. 我们俩一样高: hai chúng tôi cao như nhau)/giống như; như (mẫu 跟…一样, 像…一样, vd. 像花一样: như bông hoa)		1	78	cur-ai
喜欢	喜歡	xi3 huan5	hỷ hoan		thích; ưa; mến (vd. 喜欢吃苹果: thích ăn táo)/vui; vui mừng/hay; có xu hướng (vd. 这种花喜欢阳光: loại hoa này ưa nắng)		1	77	cur-ai
学生	學生	xue2 sheng5	học sinh		học sinh; sinh viên; học trò		1	77	cur-ai
北京		Bei3 jing1	Bắc Kinh		Bắc Kinh (thủ đô nước Cộng hoà Nhân dân Trung Hoa)		1	77	pn,cur-ai
听	聽	ting1	thính		nghe; lắng nghe (vd. 听音乐: nghe nhạc)/nghe theo; vâng lời (vd. 听话: nghe lời)/(lượng từ) lon: dùng cho đồ uống đóng lon (vd. 一听啤酒: một lon bia)/lon; hộp thiếc/(văn viết) để mặc; mặc kệ (vd. 听其自然: để mặc tự nhiên)		1	77	cur-ai
两	兩	liang3	lưỡng	lượng|lạng	hai (thường dùng trước lượng từ, vd. 两个人: hai người)/cả hai; hai bên (vd. 两边: hai bên)/vài; mấy (số ít không xác định, vd. 过两天: vài hôm nữa)/lạng (đơn vị khối lượng, bằng 50 gam)		1	77	cur-ai
国	國	guo2	quốc		nước; quốc gia; đất nước/(thuộc) quốc gia; quốc- (vd. 国歌: quốc ca)		1	77	cur-ai
走		zou3	tẩu		đi; đi bộ (vd. 走路: đi bộ)/đi; rời đi; ra về (vd. 我先走了: tôi đi trước đây)/(sau động từ) đi; mất (vd. 拿走: lấy đi)/(xe cộ, máy móc, đồng hồ) chạy; chuyển động (vd. 表不走了: đồng hồ không chạy nữa)/đi qua; đi theo (lối nào; vd. 走这条路: đi đường này)/đi thăm; lui tới (vd. 走亲戚: đi thăm họ hàng)/(nói tránh) mất; qua đời/lệch; mất; sai (hình dạng, mùi vị, ý nghĩa; vd. 走样: biến dạng)		1	77	cur-ai
一起		yi1 qi3	nhất khởi		cùng; cùng nhau (vd. 我们一起去: chúng ta cùng đi)/cùng một chỗ; cùng một nơi (vd. 住在一起: sống chung)/tổng cộng; cả thảy/một vụ; một việc (tai nạn, án mạng, tranh chấp…; vd. 一起车祸: một vụ tai nạn xe)		1	77	cur-ai
吃		chi1	cật		ăn; uống (thuốc)/ăn (tại đâu, vd. 吃食堂: ăn ở nhà ăn)/chịu; bị (thiệt, thua, sốc…; vd. 吃亏: chịu thiệt)/tiêu diệt; diệt; ăn (quân cờ)		1	77	cur-ai
话	話	hua4	thoại		lời; lời nói; câu nói/tiếng; phương ngữ (vd. 上海话: tiếng Thượng Hải)/chuyện; cuộc nói chuyện/Lượng từ: 种 (zhǒng), 席 (xí), 句 (jù), 口 (kǒu), 番 (fān)		1	77	cur-ai
家		jia1	gia		nhà; gia đình (vd. 回家: về nhà; 我家有四口人: nhà tôi có bốn người)/(lượng từ) nhà; hiệu; hãng: dùng cho gia đình, cửa hàng, công ty, nhà hàng (vd. 一家饭馆: một quán ăn)/(hậu tố) nhà …; gia: người chuyên về một lĩnh vực, hoặc một trường phái tư tưởng thời Tiên Tần (vd. 科学家: nhà khoa học; 作家: nhà văn; 画家: hoạ sĩ; 儒家: Nho gia)/(cách nói khiêm tốn, đặt trước từ chỉ người thân lớn tuổi hơn mình) … của tôi (vd. 家父: cha tôi; 家兄: anh trai tôi)/Lượng từ: 个 (gè)		1	76	cur-ai
东西	東西	dong1 xi5	đông tây		đồ; đồ vật; đồ đạc; thứ/(chỉ người, mang ý mắng hoặc âu yếm) đồ; thằng; con (vd. 小东西: nhóc con)/Lượng từ: 个 (gè), 件 (jiàn)		1	76	cur-ai
大学	大學	da4 xue2	đại học		đại học; trường đại học/Lượng từ: 所 (suǒ)		1	76	cur-ai
学校	學校	xue2 xiao4	học hiệu		trường; trường học/Lượng từ: 所 (suǒ)		1	76	cur-ai
朋友		peng2 you5	bằng hữu		bạn; bạn bè/Lượng từ: 个 (gè), 位 (wèi)		1	76	cur-ai
天		tian1	thiên		ngày (vd. 今天: hôm nay; 三天: ba ngày, đứng ngay sau số, không dùng 个)/trời; bầu trời (vd. 天黑了: trời tối rồi)/ông trời; trời (vd. 天哪: trời ơi!)		1	76	cur-ai
干	幹	gan4	cán		làm; làm việc/đảm nhiệm; quản lý/giỏi; tháo vát (vd. 能干: giỏi giang)/thân cây; phần chính (của vật)/cán bộ (trong từ 干部)/(tiếng lóng) khử; giết/(thô tục) quan hệ tình dục; cũng dùng để chửi tục		1	75	cur-ai
学习	學習	xue2 xi2	học tập		học; học tập (vd. 学习汉语: học tiếng Trung; 向他学习: học tập theo anh ấy)		1	75	cur-ai
外		wai4	ngoại		ngoài; bên ngoài; phía ngoài (vd. 门外: ngoài cửa)/nước ngoài; ngoại (vd. 外国: nước ngoài; 外语: ngoại ngữ)/ngoài ra; thêm vào (vd. 此外: ngoài ra)		1	75	cur-ai
行		xing2	hành	hạnh	được; ổn; được rồi (vd. 行吗: được không?; 不行: không được)/giỏi; cừ; có năng lực (vd. 你真行: bạn giỏi thật)/đi; đi lại; chuyến đi (vd. 步行: đi bộ; 旅行: du lịch)/làm; thực hiện; tiến hành (vd. 实行: thực hiện)/hành vi; việc làm (vd. 言行: lời nói và việc làm)/lưu hành; thông dụng (vd. 流行: thịnh hành)		1	74	cur-ai
路		lu4	lộ		đường; con đường/đường đi; chặng đường; hành trình/tuyến (xe buýt…; vd. 3路车: xe buýt tuyến số 3)/loại; kiểu; hạng (vd. 这路人: loại người này)/Lượng từ: 条 (tiáo)		1	74	cur-ai
先		xian1	tiên		trước; trước tiên; trước hết (vd. 你先走: bạn đi trước)/lúc đầu; ban đầu; trước kia/(làm gì) trước đã; tạm (vd. 先这样吧: tạm thế đã)/(tiền tố, nói về người thân lớn tuổi hơn mình đã mất) … quá cố của tôi (vd. 先父: người cha quá cố của tôi)		1	74	cur-ai
学	學	xue2	học		học; học tập (vd. 学汉语: học tiếng Trung)/bắt chước; học theo (vd. 学猫叫: bắt chước tiếng mèo kêu)/(hậu tố) -học; môn học; ngành học; học vấn (vd. 数学: toán học; 化学: hoá học)/(trong từ ghép) trường học (vd. 小学: trường tiểu học; 上学: đi học)		1	74	cur-ai
书	書	shu1	thư		sách; quyển sách/thư; thư từ (vd. 家书: thư nhà)/văn bản; giấy tờ (vd. 证书: giấy chứng nhận)/(văn viết) viết; chữ viết (vd. 书法: thư pháp)/Lượng từ: 本 (běn), 册 (cè), 部 (bù)		1	74	cur-ai
回		hui2	hồi		về; trở về; quay về; quay lại (vd. 回家: về nhà)/(lượng từ) lần; lượt; chuyến: dùng cho số lần xảy ra việc gì (vd. 去过两回: đã đi hai lần)/trả lời; đáp lại; hồi âm (vd. 回信: trả lời thư)/quay (lại); ngoảnh (lại) (vd. 回头: quay đầu lại)/(lượng từ) hồi; chương; màn: dùng cho hồi của tiểu thuyết cổ, màn của vở kịch (vd. 第一回: hồi thứ nhất)		1	74	cur-ai
干	乾	gan1	can		khô; khô ráo/đồ khô; đồ sấy khô (vd. 牛肉干: thịt bò khô)/cạn; hết sạch; rỗng/nuôi; kết nghĩa (vd. 干妈: mẹ nuôi)/uổng; suông; vô ích		1	73	cur-ai
水		shui3	thuỷ		nước (vd. 喝水: uống nước)/sông (đặt sau tên, vd. 汉水: sông Hán)/bơi (trong 会水: biết bơi; 水性: khả năng bơi)/(khẩu ngữ) dởm; kém chất lượng; ít nội dung/(lượng từ) nước; lần: dùng cho số lần giặt quần áo (vd. 洗了两水: đã giặt hai nước)		1	73	cur-ai
老师	老師	lao3 shi1	lão sư		thầy giáo; cô giáo; giáo viên (cũng dùng để gọi: thầy, cô)/Lượng từ: 位 (wèi), 个 (gè)		1	73	cur-ai
儿子	兒子	er2 zi5	nhi tử		con trai		1	73	cur-ai
学院	學院	xue2 yuan4	học viện		học viện; trường cao đẳng; trường đại học (chuyên ngành, vd. 北京电影学院: Học viện Điện ảnh Bắc Kinh)/khoa; viện (trực thuộc trường đại học, vd. 文学院: khoa Văn)/Lượng từ: 所 (suǒ)		1	73	cur-ai
电视	電視	dian4 shi4	điện thị		tivi; truyền hình/Lượng từ: 台 (tái), 部 (bù)		1	73	cur-ai
女儿	女兒	nu:3 er2	nữ nhi		con gái (con của mình)		1	72	cur-ai
妈妈	媽媽	ma1 ma5	ma ma		mẹ; má/Lượng từ: 个 (gè), 位 (wèi)		1	72	cur-ai
明白		ming2 bai5	minh bạch		hiểu; hiểu rõ; nhận ra/rõ ràng; rõ rệt; dễ hiểu/biết điều; hiểu lẽ phải		1	72	cur-ai
跑		pao3	bào		chạy/chạy trốn; bỏ chạy; trốn/chạy đi chạy lại; chạy (việc vặt, công việc)/(khí, chất lỏng) rò; xì; bay hơi/(sau động từ) … đi; … mất (vd. 吓跑: doạ cho chạy mất)		1	72	cur-ai
四		si4	tứ		bốn (4)		1	72	cur-ai
东	東	dong1	đông		đông; phía đông; phương đông/chủ; chủ nhà (người đãi khách hoặc chủ cho thuê nhà)		1	72	cur-ai
谢谢	謝謝	xie4 xie5	tạ tạ		cảm ơn; cám ơn		1	72	cur-ai
西		xi1	tây		tây; phía tây; hướng tây/(trong từ ghép) Tây; phương Tây (vd. 西餐: món Âu; 西医: Tây y)		1	71	cur-ai
五		wu3	ngũ		năm (5)		1	71	cur-ai
电脑	電腦	dian4 nao3	điện não		máy tính; máy vi tính/Lượng từ: 台 (tái)		1	71	cur-ai
南		nan2	nam		nam; phía nam; hướng nam		1	71	cur-ai
医生	醫生	yi1 sheng1	y sinh		bác sĩ; thầy thuốc/Lượng từ: 位 (wèi), 名 (míng), 个 (gè)		1	71	cur-ai
回家		hui2 jia1	hồi gia		về nhà		1	71	cur-ai
读	讀	du2	độc		đọc to; đọc thành tiếng/đọc (sách, báo…)/học; đi học (vd. 读大学: học đại học)/đọc là; phát âm		1	71	cur-ai
妈	媽	ma1	ma		mẹ; má		1	70	cur-ai
喝		he1	hát		uống		1	70	cur-ai
中学	中學	zhong1 xue2	trung học		trường trung học (gồm cấp hai và cấp ba ở Trung Quốc)/Lượng từ: 所 (suǒ), 个 (gè)		1	70	cur-ai
高兴	高興	gao1 xing4	cao hứng		vui; vui vẻ; mừng/vui lòng; sẵn lòng (làm việc gì)		1	70	cur-ai
山		shan1	sơn		núi; đồi/Lượng từ: 座 (zuò)		1	70	cur-ai
北		bei3	bắc		bắc; phía bắc; phương bắc		1	70	cur-ai
六		liu4	lục		sáu (6)		1	70	cur-ai
风	風	feng1	phong		gió/phong tục; tập quán/phong cách; tác phong; kiểu cách/tin tức; tin đồn/Lượng từ: 阵 (zhèn), 丝 (sī)		1	69	cur-ai
哥哥		ge1 ge5	ca ca		anh trai; anh/Lượng từ: 个 (gè), 位 (wèi)		1	69	cur-ai
家人		jia1 ren2	gia nhân		người nhà; người trong gia đình/(cũ) người hầu; gia nhân		1	69	cur-ai
同学	同學	tong2 xue2	đồng học		bạn học; bạn cùng lớp (thầy cô cũng dùng để gọi học sinh, vd. 同学们好: chào các em)/học cùng trường; học cùng lớp/Lượng từ: 位 (wèi), 个 (gè)		1	69	cur-ai
小学	小學	xiao3 xue2	tiểu học		trường tiểu học; tiểu học; trường cấp một		1	69	cur-ai
中文		Zhong1 wen2	Trung Văn		tiếng Trung; tiếng Trung Quốc; tiếng Hoa (cả tiếng nói và chữ viết)		1	69	pn,cur-ai
白		bai2	bạch		trắng; màu trắng/uổng; phí công (vd. 白跑一趟: đi một chuyến uổng công)/không mất tiền; miễn phí (vd. 白给: cho không)/trơn; không thêm gì (vd. 白开水: nước lọc; 白饭: cơm trắng)		1	69	cur-ai
衣服		yi1 fu5	y phục		quần áo; áo quần; áo/Lượng từ: 件 (jiàn), 套 (tào)		1	69	cur-ai
班		ban1	ban		lớp (học); nhóm; tổ/ca (làm việc)/(lượng từ) chuyến; tốp: dùng cho xe, tàu, máy bay chạy theo giờ hoặc nhóm người (vd. 下一班车: chuyến xe sau)/(quân sự) tiểu đội/Lượng từ: 个 (gè)		1	69	cur-ai
左		zuo3	tả		trái; bên trái; phía tay trái (vd. 向左拐: rẽ trái)/(chính trị) cánh tả; tả khuynh/sai; lệch; trái ngược; khác (vd. 意见相左: ý kiến trái ngược nhau)		1	69	cur-ai
七		qi1	thất		bảy (7)		1	68	cur-ai
天气	天氣	tian1 qi4	thiên khí		thời tiết; trời (vd. 今天天气很好: hôm nay trời đẹp)		1	68	cur-ai
马上	馬上	ma3 shang4	mã thượng		ngay; ngay lập tức; tức khắc; sắp (vd. 马上就要考试了: sắp thi rồi)		1	68	cur-ai
没什么	沒什麼	mei2 shen2 me5	một thậm ma		không sao; không có gì; đừng bận tâm/không có gì; không có chi (đáp lại lời cảm ơn)		1	68	cur-ai
大学生	大學生	da4 xue2 sheng1	đại học sinh		sinh viên; sinh viên đại học		1	68	cur-ai
九		jiu3	cửu		chín (9)		1	68	cur-ai
睡觉	睡覺	shui4 jiao4	thuỵ giáo		ngủ; đi ngủ		1	68	cur-ai
十		shi2	thập		mười (10)		1	67	cur-ai
八		ba1	bát		tám (8)		1	67	cur-ai
吃饭	吃飯	chi1 fan4	cật phạn		ăn cơm; ăn; dùng bữa/kiếm sống; sống (nhờ nghề gì)		1	67	cur-ai
饭	飯	fan4	phạn		cơm/bữa ăn; bữa cơm/(khẩu ngữ, từ mượn) người hâm mộ/Lượng từ: 碗 (wǎn), 顿 (dùn)		1	67	cur-ai
对不起	對不起	dui4 bu5 qi3	đối bất khởi		xin lỗi/có lỗi với (ai); phụ lòng (ai)		1	67	cur-ai
零		ling2	linh		không; số không (0)/linh; lẻ (đặt giữa hai số, vd. 一百零五: một trăm linh năm)/lẻ; vụn; nhỏ lẻ (vd. 零钱: tiền lẻ)/số lẻ; phần lẻ; số dư (phép chia)/héo rụng; tàn		1	66	cur-ai
上班		shang4 ban1	thượng ban		đi làm; vào làm (ở cơ quan, công ty) (vd. 八点上班: 8 giờ vào làm)/trực; làm ca		1	66	cur-ai
读书	讀書	du2 shu1	độc thư		đọc sách/học; học hành/đi học		1	66	cur-ai
右		you4	hữu		phải; bên phải; phía tay phải (vd. 向右拐: rẽ phải)/(chính trị) cánh hữu; hữu khuynh		1	66	cur-ai
哪儿	哪兒	na3 r5	nả nhi	na nhi	đâu; ở đâu?/bất cứ đâu; đâu đó/(câu hỏi tu từ) làm sao …?; sao có thể …?		1	66	cur-ai
雨		yu3	vũ		mưa; cơn mưa/Lượng từ: 阵 (zhèn), 场 (cháng)		1	65	cur-ai
百		bai3	bách		trăm; một trăm (100)/(trong từ ghép) nhiều; mọi; đủ loại (vd. 百货: bách hoá)		1	65	cur-ai
上学	上學	shang4 xue2	thượng học		đi học; đến trường/theo học (ở trường)		1	65	cur-ai
